,movie_id,movie_name,year,genre,overview,director,cast
1099,tt0449228,Dosti: Friends Forever,2005,"Drama, Romance","Karan Thapar, a wealthy young man, is saved by Raj Malhotra, a poor guy, from a near-death accident, which gives rise to their unending tale of friendship and brotherhood.",Suneel Darshan,"Akshay Kumar, Bobby Deol, Kareena Kapoor, Lara Dutta"
1100,tt0120551,Ziddi,1997,"Action, Drama","It is the story of a hot-tempered and stubborn man Deva, who is feared because of his ruthless ways and severe punishment to the local hoodlums. Later, Deva avenges the death of his brother and sister.",Guddu Dhanoa,"Sunny Deol, Raveena Tandon, Anupam Kher, Ashish Vidyarthi"
1101,tt0138411,Dushmun,1971,Drama,"A truck-driver accused of killing a man is sentenced to providing for the family of his victim. His interactions with the victim's village, as well as that person's widow and orphan, is the story.",Dulal Guha,"Meena Kumari, Mumtaz Askari, Rajesh Khanna, Kumari Naaz"
1102,tt6986710,The Accidental Prime Minister,2019,"Biography, Drama",Explores Manmohan Singh's tenure as the Prime Minister of India and the kind of control he had over the cabinet and the country.,Vijay Ratnakar Gutte,"Anupam Kher, Akshaye Khanna, Suzanne Bernert, Vipin Sharma"
1103,tt0395715,Preetam,1971,"Comedy, Romance","Rukmani gets married to Rana and faces endless abuse and beatings which do not end even when she gets pregnant. The Police arrest Rana for Robbery, try him in Court and sentence him to ...                See full summary »",Bhappi Sonie,"Shammi Kapoor, Leena Chandavarkar, Helen, Vinod Khanna"
1104,tt6593054,Drive,2019,"Action, Crime, Thriller","A notorious thief allies with a street racer for a grand heist involving an elaborate game of deceit with authorities, who have their own dirty secrets.",Tarun Mansukhani,"Sushant Singh Rajput, Jacqueline Fernandez, Vikramjeet Virk, Sapna Pabbi"
1105,tt27862531,Ajmer 92,2023,"Crime, Drama, History",The true events of the gang rape and blackmailing of over one hundred school and college-age girls in Ajmer.,Pushpendra Singh,"Karan Verma, Sumit Singh, Rajesh Sharma, Ishan Mishra"
1106,tt15502162,Hindutva,2022,Drama,"The depths of Hinduism is seen through its principal characters.Friendship, love and student politics are put in place.",Karan Razdan,"Agast Anand, Shiven Basnet, Surmeet Basra, Sonarika Bhadoria"
1107,tt10964468,Shakuntala Devi,2020,"Biography, Drama","Shakuntala Devi, a mathematician's journey to become 'The Human Computer' and her relationship with her daughter.",Anu Menon,"Vidya Balan, Adi Chugh, Sanya Malhotra, Jisshu Sengupta"
1108,tt0953306,Anwar,2007,"Drama, Romance, Thriller","Anwar, a middle-class Muslim, falls in love with Mehru, a Hindu girl. Post her death, he is caught by the police and a misunderstanding leads them to believe that he is a terrorist.",Manish Jha,"Siddharth Koirala, Nauheed Cyrusi, Manisha Koirala, Rajpal Naurang Yadav"
1109,tt0415003,Garv: Pride and Honour,2004,"Action, Crime, Drama",An honest and decorated police officer is arrested on charges of mass murder and trapped in a corrupt political system which sends him sinking into deeper and deeper trouble.,Puneet Issar,"Salman Khan, Shilpa Shetty Kundra, Arbaaz Khan, Akanksha Malhotra"
1110,tt7782402,The Storyteller,2022,Drama,"Based on Satyajit Ray's short story ""Golpo Boliye Tarini Khuro"" about originality versus plagiarism.",Anant Mahadevan,"Paresh Rawal, Adil Hussain, Revathi, Tannishtha Chatterjee"
1111,tt0418880,Mere Jeevan Saathi,2006,"Drama, Music, Romance","Back in college, Natasha was obsessed with Vicky, who has become a successful rock star. Nothing ever happened between them, however. At the time, Vicky was in love with Anjali, who one ...                See full summary »",Suneel Darshan,"Akshay Kumar, Karisma Kapoor, Ameesha Patel, Gulshan Grover"
1112,tt2339505,Kochadaiiyaan,2014,"Animation, Action, Adventure","A noble warrior seeks revenge against the ruler of his kingdom, who killed his father, and also ends up upsetting the neighboring enemy kingdom's ruler.",Soundarya Rajinikanth Vishagan,"Rajinikanth, Deepika Padukone, R. Sarathkumar, Jackie Shroff"
1113,tt0260411,Tahkhana,1986,"Action, Drama, Horror","A dying Thakur Surjeet Singh bequeaths the entire estate to his son, Raghuvir, disowning the other, Dhurjan, the family's black sheep, who also indulges in black magic. The latter swears to...                See full summary »","Shyam Ramsay, Tulsi Ramsay","Hemant Birje, Kamran Rizvi, Arti Gupta, Preeti Sapru"
1114,tt21357600,Bombay,2023,Action,"Ulas Mhatre, an underworld don operates activities with his trusted members Nana, Tatya, and Sherry. Things changes when Tatya goes missing with no evidence.",Sanjay Niranjan,"Gavie Chahal, Deepshikha Nagpal, Danish Bhatt, Ganesh Pai"
1115,tt0107321,King Uncle,1993,"Comedy, Drama, Family","When a runaway orphan ends up at the house of a cruel millionaire, she decides to alter his perception of the world.",Rakesh Roshan,"Jackie Shroff, Shah Rukh Khan, Nagma, Sushmita Mukherjee"
1116,tt1169270,Don,2007,"Action, Crime, Drama",A poor man becomes a benevolent gangster but faces threat from an even bigger gangster.,Raghava Lawrence,"Nagarjuna Akkineni, Anushka Shetty, Raghava Lawrence, Nikhita"
1117,tt16235600,Chhota Bheem aur Krishna: Mayanagari,2011,"Animation, Action, Fantasy","After Krishna stops Maayandri from releasing her brother, Kirmada, Maayandri decides to exact revenge on him. Later, Bheem and his friends set out to rescue Krishna and defeat Maayandri.",Rajiv Chilaka,Vatsal Dubey
1118,tt18377806,Bedhadak,, ,"Romantic triangular LoveStory of 3 characters Karan, Angad and Nimrit,, which gives amazing drama and emotions..!.",Shashank Khaitan,"Lakshya, Vikram Bhatt, Shanaya Kapoor, Gurfateh Pirzada"
1119,tt3698454,Yaara,2020,"Action, Crime, Drama",Former criminals reunite after years to rescue a friend arrested by the police.,"Manish Soni, Tigmanshu Dhulia","Vidyut Jammwal, Amit Sadh, Mohommed Ali Shah, Kenny Basumatary"
1120,tt8647400,De De Pyaar De,2019,"Comedy, Drama, Romance",A 50-year-old single father faces disapproval from his family and his ex-wife when he falls in love with a 26-year-old woman.,Akiv Ali,"Ajay Devgn, Tabu, Rakul Preet Singh, Jimmy Shergill"
1121,tt10305616,Malaal,2019,"Action, Drama, Romance","Malaal is the story of Shiva and Astha, two very different people from contrasting backgrounds who experience the innocence of love. Does their love find its destination or do they part ways? Stay on this journey to find out.",Mangesh Hadawale,"Meezaan Jafri, Sharmin Segal, Chinmayee Surve, Anil Gawas"
1122,tt8705332,Match Of Life,2022,Comedy,"Match of Life"" is based on a cricketer's life who looks like Virat Kohli and what circumstances he faces in day-to-day life being a normal person with a celebrity face.",Aman Sagar,"Rajpal Naurang Yadav, Sudha Chandran, Pankaj Berry, Supriya Karnik"
1123,tt7647774,Ek Betuke Aadmi Ki Afrah Raatein,2023,Drama,Add a Plot,Sharad Raj,"Pawan Chakravarti, Archanna Guptaa, Adil Hussain, Raghav Jhingran"
1124,tt1714832,Do Dooni Chaar,2010,"Comedy, Crime, Drama",A middle class family in India tries to buy a new car.,Habib Faisal,"Rishi Kapoor, Neetu Singh, Aditi Vasudev, Archit Krishna"
1125,tt0172175,Bhabhi,1991,"Comedy, Drama, Family","Sita lives a middle-class lifestyle with her retired and widowed schoolmaster dad, Ramdas. One day she is molested by Prakash and slaps him. A few days later, wealthy Ghanshyamdas, a former...                See full summary »",Kishore Vyas,"Bhanupriya, Govinda, Juhi Chawla, Gulshan Grover"
1126,tt0247944,Badal,2000,"Action, Crime, Drama","Badal (Bobby Deol) is a victim of the 1984 riots, brought up by a terrorist (Ashish Vidyarthi). Badal lives with the sole aim of exterminating a police cop Rana (Ashutosh Rana) now the DGP....                See full summary »",Raj Kanwar,"Bobby Deol, Rani Mukerji, Mayuri Kango, Ashutosh Rana"
1127,tt3807778,Badla Sherni Ka,2001,Action,"Jungle woman Sherni objects when greedy hunters invade the forest, killing the animals for their tusks and hides.",Kanti Shah,"Sapna Sappu, Amit Pachori, Junior Johnny Lever, Anil Nagrath"
1128,tt27613132,Awara Pagal Deewana 2,, ,"After faking his death, former killer-for-hire Guru Gulab Khatri retires to Maldives with his new wife, Tina, while his ex-wife, Preeti, settles down in California with Anmol. The peaceful lives of both couples are interrupted by a mafia.",Ahmed Khan,"Akshay Kumar, Sanjay Dutt, Disha Patani, Dalip Singh"
1129,tt10318332,Badnaam Gali,2019,Comedy,"It encompasses the journey of a surrogate mother, played by Patralekhaa, and her dynamic relationship with people around her.",Ashwin Shetty,"Patralekhaa Paul, Divyendu Sharma, Dolly Ahluwalia, Paritosh Sand"
1130,tt2199711,Vishwaroopam,2013,"Action, Thriller","When a classical dancer's suspecting wife sets an investigator behind him, a series of violent events are triggered, revealing his real identity and connection to a darker world.",Kamal Haasan,"Pooja Kumar, Miles Anderson, Kamal Haasan, Rahul Bose"
1131,tt13491620,Unpaused,2020,"Drama, Romance","An anthology that brings together 5 unique creators of Hindi cinema featuring stories of love, new beginnings, second chances, and a glimmer of hope. Set and filmed in the times of the Covid-19 lockdown.","Nikkhil Advani, Avinash Arun, Tannishtha Chatterjee, Krishna D.K., Nitya Mehra, Raj Nidimoru","Gulshan Devaiah, Saiyami Kher, Richa Chadha, Ishwak Singh"
1132,tt23220368,Vedaat Maratha Veer Daudale Saat,,History,Seven valiant warriors who had the sole aim of bringing Shivaji Maharaj's dream of Swarajya to reality.,Mahesh Manjrekar,"Akshay Kumar, Pravin Tarde, Satya Manjrekar, Utkarsh Shinde"
1133,tt18265146,Victoria: Ek Rahasya,2023,"Horror, Thriller",A couple arrives at Hotel Victoria and are greeted by the creepy owner who is the only occupant of the sprawling property. The hotel seems to house a sinister presence that harasses the couple till the secrets of the hotel are unearthed.,"Jeet Ashok, Virajas Kulkarni","Pushkar Jog, Sonalee Kulkarni, Aashay Kulkarni, Heera Sohal"
1134,tt0173369,Tum Mere Ho,1990,"Fantasy, Horror, Romance",Shiva is blessed with magical powers of charming snakes. He falls head-over-heels in love with Paro.,Tahir Hussain,"Aamir Khan, Juhi Chawla, Ajit Vachani, Sudhir Pandey"
1135,tt0326983,Jaani Dushman: Ek Anokhi Kahani,2002,"Action, Fantasy, Horror",A shape-shifting snake exacts vengeance on a group of friends for a crime they did not even commit.,Rajkumar Kohli,"Sunny Deol, Arman Kohli, Manisha Koirala, Akshay Kumar"
1136,tt0075669,Amar Akbar Anthony,1977,"Action, Comedy, Drama","Three brothers are separated and united after many years - one is brought up a Hindu, another a Muslim and the last (and most memorable) a Christian. Hilarity and adventure ensues.",Manmohan Desai,"Vinod Khanna, Rishi Kapoor, Amitabh Bachchan, Shabana Azmi"
1137,tt15547882,Spirit,X, ,A gang leader tries to keep a promise made to his dying friend and takes on the other criminal gangs.,Sandeep Reddy Vanga,"Shahid Kapoor, Prabhas, Olivia Morris, Trisha Krishnan"
1138,tt0116763,Khamoshi: The Musical,1996,"Drama, Musical, Romance",The daughter of deaf-mute parents seeks their understanding when she discovers a love for music.,Sanjay Leela Bhansali,"Manisha Koirala, Nana Patekar, Salman Khan, Seema Biswas"
1139,tt0061072,Teesri Kasam,1966,"Comedy, Drama, Romance",A naive bullock-cart driver falls for a traveling courtesan.,Basu Bhattacharya,"Raj Kapoor, Waheeda Rehman, Dulari, Iftekhar"
1140,tt9680136,Pati Patni Aur Woh,2019,"Comedy, Romance","Chintu Tyagi is an ordinary, middle class man who finds himself torn between his wife and another woman.",Mudassar Aziz,"Kartik Aaryan, Bhumi Pednekar, Ananya Panday, Aparshakti Khurana"
1141,tt15516226,Chhatriwali,2023,"Comedy, Drama","Sanya is an unemployed chemistry genius looking for a job. However, she also wants to use her knowledge of chemistry to help young minds move beyond the taboos of sex with the right education.",Tejas Prabha Vijay Deoskar,"Rakul Preet Singh, Sumeet Vyas, Satish Kaushik, Dolly Ahluwalia"
1142,tt10515526,Lootcase,2020,"Comedy, Crime","Nandan Kumar comes across a suitcase and discovers it is full of cash. He takes the suitcase and soon finds himself being chased by a notorious gangster, an honest cop and a minister, who want the suitcase at any cost.",Rajesh Krishnan,"Kunal Kemmu, Rasika Dugal, Vijay Raaz, Ranvir Shorey"
1143,tt0047990,Devdas,1955,"Drama, Musical, Romance",The scion of a wealthy landowner family turns to alcohol and self-pity and slowly self-destructs after class differences force him to break off his relationship with his childhood sweetheart.,Bimal Roy,"Dilip Kumar, Suchitra Sen, Vyjayanthimala, Motilal"
1144,tt27028399,Murder Mubarak,,"Comedy, Horror, Mystery",Add a Plot,Homi Adajania,"Vijay Varma, Sara Ali Khan, Pankaj Tripathi, Dimple Kapadia"
1145,tt28539592,Rambo,,Action,Add a Plot,Rohit Dhawan,"Tiger Shroff, Janhvi Kapoor"
1146,tt23865942,Sarzameen,,"Drama, Mystery, Thriller","A family, in the middle of a rising insurgency in Kashmir, and a terrible secret linking the two..",Kayoze Irani,"Kajol, Prithviraj Sukumaran, Tota Roy Chowdhury, Rajesh Sharma"
1147,tt24245466,Ruslaan,,"Action, Thriller",Plot under wraps.,Katyayan Shivpuri,"Jagapathi Babu, Aayush Sharma, Vidya Malvade, Richard Bhakti Klein"
1148,tt0150433,Earth,1998,"Drama, Romance, War",It's 1947 and the borderlines between India and Pakistan are being drawn. A young girl witnesses tragedy as her ayah (nanny) is caught between the love of two men and the rising tide of political and religious violence.,Deepa Mehta,"Aamir Khan, Nandita Das, Rahul Khanna, Maia Sethna"
1149,tt17736704,Mister Mummy,2022,"Comedy, Drama",A couple with opposing choices when it comes to children but destiny has something else planned for the childhood sweethearts.,Shaad Ali,"Riteish Deshmukh, Genelia Deshmukh, Mahesh Manjrekar, Atul Sharma"
1150,tt7317482,Pailwaan,2019,"Action, Drama, Sport","Krishna, a fierce wrestler, faces challenges in his personal life as he tries to fulfill the dream of his father, an ex-wrestler.",S Krishna,"Suniel Shetty, Sushant Singh, Aakanksha Singh, Sudeep"
1151,tt14873108,Rajnigandha,2021,"Crime, Drama",Rajnigandha is a heart-wrenching story of a father and daughter.,"Pritesh Srivastava, Pritesh Kumar Srivastava","Monika Agnihotrie, Parul Agrawal, Zoie Aggarwal Ahmed, Veebha Anand"
1152,tt0067183,Haré Rama Haré Krishna,1971,"Drama, Musical","In the background of the rise of the International Hare Krishna movement in the 1970s, is a Montreal-based family of the Jaiswals, consisting of mom, dad, son, Prashant, and daughter, ...                See full summary »",Dev Anand,"Zeenat Aman, Dev Anand, Mumtaz Askari, Baby Guddi"
1153,tt1411956,Sold,2014,Drama,A girl risks everything for freedom after being trafficked from her mountain village in Nepal to a brothel in India.,Jeffrey D. Brown,"Gillian Anderson, David Arquette, Tillotama Shome, Priyanka Bose"
1154,tt0341266,Bhoot,2003,"Horror, Mystery, Thriller","When a married couple moves into a flat that is haunted by a spirit, a series of inexplicable experiences drive the wife to near madness. Now, the husband must protect his wife to save their marriage.",Ram Gopal Varma,"Ajay Devgn, Urmila Matondkar, Nana Patekar, Rekha"
1155,tt15334030,Martin,2023,"Action, Drama, Thriller","A journey of a man discovering himself, finding love and fighting for his motherland. Can he hold the fort on all three gates?",A.P. Arjun,"Dhruva Sarja, Vaibhavi Shandilya, Sriram Reddy Polasane, Nawab Shah"
1156,tt0358053,Pyar Ke Do Pal,1986,"Action, Drama","Twins separated by a court order meet at camp and decide to reunite their parents, unaware of the dark secret that drove them apart years before.",Rajiv Mehra,"Mithun Chakraborty, Bindu Desai, Krishan Dhawan, Jagdeep"
1157,tt0310254,Tumko Na Bhool Paayenge,2002,"Action, Romance, Thriller",An amnesiac Hindu man remembers his past as a Muslim sharpshooter and an assassin.,Pankaj Parashar,"Pankaj Dheer, Arbaaz Khan, Salman Khan, Sushmita Sen"
1158,tt3683702,Fugly,2014,"Drama, Thriller",Four friends fight against a corrupt police officer who extorts money from them for not framing them in a murder which the officer committed himself.,Kabir Sadanand,"Jimmy Shergill, Mohit Marwah, Kiara Advani, Vijender Singh"
1159,tt0233226,Anokha Bandhan,1982,Drama,"Shyamlal has a happy family with his wife Anu, and step-brother Ram. Anu take care of Ram as her own son. Anu's mother came to her house, who wants that Anu should hate Ram. This creates rift between Anu and Ram.",Mehul Kumar,"Shabana Azmi, Seema Deo, Vishal Desai, Aruna Irani"
1160,tt1773015,Phas Gaye Re Obama,2010,"Comedy, Crime, Drama","Om Shastri, a recession victim comes to India to sell his ancestors property to clear is debt. On reaching he comes to know that selling the property will make his family homeless in India. Later he is kidnapped by goons thinking a rich NRI.",Subhash Kapoor,"Rajat Kapoor, Neha Dhupia, Sanjay Mishra, Manu Rishi Chadha"
1161,tt0429289,Tauba Tauba,2004,"Comedy, Drama","15-year-old Sunny (Amin Gazi), the motherless child of business tycoon Mohan Shanbagh (Ayub Khan), is obsessed with sex, partially because of his environment. His sex-crazed principal Mr. ...                See full summary »",T.L.V. Prasad,"Laxmikant Berde, Bobby Darling, Amin Gazi, Vikaas Kalantari"
1162,tt0073104,Hera Pheri,1976,"Action, Comedy, Crime",Two friends Ajay and Vijay gets separated from each other when they discover secrets about their past in their own ways.,Prakash Mehra,"Saira Banu, Vinod Khanna, Amitabh Bachchan, Sulakshana Pandit"
1163,tt3142232,Heropanti,2014,"Action, Romance",Two young people find love despite the violent landscape in which they live.,Sabir Khan,"Tiger Shroff, Kriti Sanon, Parthaa Akerkar, Sunil Grover"
1164,tt8458202,Pihu,2016,"Drama, Thriller","A two year old must fend for herself when her mother suddenly passes by away while her father is gone for a conference, leaving her prone to danger.",Vinod Kapri,"Rahul Bagga, Pihu Myra Vishwakarma, Prerna Vishwakarma"
1165,tt14902008,Oh My Ghost,2022,"Comedy, Horror","When a single women and her two friends reaches in a small town, they begin to discover their connection to the original Ghost and the secret legacy their grandfather left behind",R. Yuvan,"Sunny Leone, Yogi Babu, Motta Rajendran, Sathish"
1166,tt0126234,Chamatkar,1992,"Comedy, Drama, Fantasy","When Sunder loses everything, he seeks refuge in a graveyard, where he befriends a ghost.",Rajiv Mehra,"Naseeruddin Shah, Shah Rukh Khan, Urmila Matondkar, Malvika Tiwari"
1167,tt1288638,Dasvidaniya,2008,"Comedy, Drama","A man who loves to make ""to-do lists"" makes one last bucket list when he realizes he is about to die.",Shashant Shah,"Vinay Pathak, Sarita Joshi, Rajat Kapoor, Saurabh Shukla"
1168,tt0860454,MP3: Mera Pehla Pehla Pyaar,2007,"Comedy, Drama, Musical","Delhi-based Rohan Sood lives a wealthy lifestyle along with his businessman dad, Shekhar, and mom, Renu. He attends St. Lawrence High School and is friendly with Vasu, Sudhir and Javed, and...                See full summary »",Robbie Grewal,"Menekka Arora, Sarthak Bhasin, Sagar Chawla, Hazel Croney"
1169,tt0346507,Andaaz,2003,"Drama, Musical, Romance","Loyalty, Respect, commitment and love. What is Love? Loyalty, respect, commitment and friendship. Friendship and Love... Love and Friendship... So much in common, yet so different in emotion!",Raj Kanwar,"Akshay Kumar, Lara Dutta, Priyanka Chopra Jonas, Rajeev Verma"
1170,tt0388403,Shanakht,1989,Drama,A military officer plane crashes in a lake his life is saved but looses his memory an dis nursed by a college student.,Tinnu Anand,"Amitabh Bachchan, Madhuri Dixit, Madhavi"
1171,tt0150251,Daag: A Poem of Love,1973,"Drama, Music, Romance",Sunil is convicted of murder and is on the run. But the long arm of the law and his past finally catch up with him. Can he outrun his destiny for long?,Yash Chopra,"Rajesh Khanna, Sharmila Tagore, Rakhee Gulzar, Prem Chopra"
1172,tt10743280,Dostana 2,2021,Comedy,Add a Plot,Collin D'Cunha,"Janhvi Kapoor, Abhishek Banerjee, Lakshya, Kirron Kher"
1173,tt0424298,Nache Nagin Gali Gali,1989,Horror,"While trying to save themselves from an evil black magician, two shape-shifting snakes who are in love with each other get separated in a crowd. As young adults, they both try to find each other.",Mohanji Prasad,"Meenakshi Sheshadri, Nitish Bharadwaj, Sadashiv Amrapurkar, Sahila Chaddha"
1174,tt26659814,Auron Mein Kahan DumTha,,"Drama, Romance",Showcases a love story that unfolds from 2002 to 2023.,Neeraj Pandey,"Ajay Devgn, Tabu, Jimmy Shergill, Shantanu Maheshwari"
1175,tt1242530,What's Your Raashee?,2009,"Comedy, Drama, Romance","A young man has only ten days to locate his soulmate as dictated by the stars, otherwise he could lose a fortune. He thus embarks on a journey through love, looking through twelve girls to find the one who fits his horoscope.",Ashutosh Gowariker,"Harman Baweja, Priyanka Chopra Jonas, Anjan Srivastav, Manju Singh"
1176,tt6041458,Tutak Tutak Tutiya,2016,"Comedy, Horror",The Hindi version of the trilingual horror-comedy wherein a husband finds out his wife is possessed. The Telugu version is Abhinetri (2016) and the Tamil version is Devi (2016),A.L. Vijay,"Sonu Sood, Rajiv Thakur, Rj Ajay, RJ Balaji"
1177,tt0340178,Jaal: The Trap,2003,"Action, Crime, Drama","When his girlfriend is kidnapped by Kashmiri terrorists, a commando is tasked with kidnapping the Home Minister's daughter in order to secure his lady love's release.",Guddu Dhanoa,"Sunny Deol, Tabu, Reema Sen, Anupam Kher"
1178,tt0088099,Sharaabi,1984,"Comedy, Drama, Romance",A workaholic businessman neglects his only son after his wife's death. The son grows up to be a rebellious alcoholic.,Prakash Mehra,"Amitabh Bachchan, Ranjeet Bedi, Bharat Bhushan, C.S. Dubey"
1179,tt1602476,Badmaa$h Company,2010,"Comedy, Crime, Drama",Four youngsters grow rich together with a big idea in 90's middle-class Bombay. All is hunky dory till they are forced to shut shop until a plan comes up.,Parmeet Sethi,"Shahid Kapoor, Anushka Sharma, Meiyang Chang, Vir Das"
1180,tt3483612,Hamari Adhuri Kahani,2015,"Drama, Romance","A single mother finds solace with a wealthy, but lonely hotel magnate, together they find love until her past comes back to confront her.",Mohit Suri,"Emraan Hashmi, Vidya Balan, Rajkummar Rao, Sara Khan"
1181,tt10351180,Bad Boy,2023,"Comedy, Drama, Romance",A light comedy about a good-for-nothing boy who falls in love with a studious girl from a conservative family. Thus the funny conflict and situations that pop up.,Rajkumar Santoshi,"Namashi Chakraborthy, Amrin Qureshi, Darshan Jariwala, Johny Lever"
1182,tt11231440,Doordarshan,2020,"Comedy, Drama","When the family's grandmother wakes up, the parents who have been bickering over their divorce are compelled to revive their marriage and keep the peace at home.",Gagan Puri,"Manu Rishi Chadha, Mahie Gill, Dolly Ahluwalia, Shardul Rana"
1183,tt0362696,Haasil,2003,"Crime, Drama, Romance","Aniruddh, a law-abiding college student, in love with Niharika, gets caught up in college politics and crime and must fight it out for himself when his friend becomes his foe.",Tigmanshu Dhulia,"Jimmy Shergill, Hrishitaa Bhatt, Irrfan Khan, Ashutosh Rana"
1184,tt0470869,Neal 'N' Nikki,2005,"Comedy, Musical, Romance",Take a joyride with Neal and Nikki as they travel all across Canada to find what they want most. And it's going to be quite a trip.,Arjun Sablok,"Uday Chopra, Tanishaa Mukerji, Abhishek Bachchan, Richa Pallod"
1185,tt0273452,Bandhan,1998,"Action, Drama, Romance",A united household is shaken to the core when Raju's (Salman Khan's) brother-in-law marries a prostitute.,"K. Muralimohana Rao, Rajesh Malik","Jackie Shroff, Salman Khan, Rambha, Ashwini Bhave"
1186,tt1132589,Hijack,2008,"Action, Thriller","After the passing away of his wife, Pooja, Delhi-based Vikram Madan, enrolls his daughter, Priya, in a boarding school in Amritsar, and re-locates to work as a Mechanic at Chandigarh ...                See full summary »",Kunal Shivdasani,"Shiney Ahuja, Mona Ambegaonkar, Ananya Chadha, Gananay Chadha"
1187,tt0422236,Fida,2004,"Action, Crime, Drama","A young man is hellbent to destroy his arch enemy and his lover, who destroyed his life.",Ken Ghosh,"Kareena Kapoor, Fardeen Khan, Shahid Kapoor, Kim Sharma"
1188,tt13391696,Cold Case,2021,"Horror, Mystery, Thriller","The film tells the riveting story of a complex murder case, parallelly investigated by a police officer and an investigative journalist in their own way, who eventually cross paths to unravel secrets they never imagined.",Tanu Balak,"Prithviraj Sukumaran, Aditi Balan, Lakshmi Priyaa Chandramouli, Anil Nedumangad"
1189,tt3726012,Mastizaade,2016,Comedy,Sunny Kele and Aditya Chothia are two spoiled bachelors who are sex addicts. Their life takes an unexpected turn after they meet twin sisters Lily and Laila who treat sex addicts at their clinic.,Milap Zaveri,"Tusshar Kapoor, Vir Das, Sunny Leone, Govardhan Asrani"
1190,tt0402014,Ab Tak Chhappan,2004,"Crime, Drama",An honest encounter specialist's life begins to change with the arrival of a new police commissioner who has ties with a local don.,Shimit Amin,"Nana Patekar, Revathi, Yashpal Sharma, Mohan Agashe"
1191,tt0112313,Akele Hum Akele Tum,1995,"Drama, Romance",An estranged couple battle for the custody of their only son.,Mansoor Khan,"Aamir Khan, Manisha Koirala, Master Adil, Deven Verma"
1192,tt0182251,Jab Pyaar Kisise Hota Hai,1998,"Comedy, Drama, Romance","A Playboy's past catches up with him, when he wants to get married",Deepak Sareen,"Salman Khan, Twinkle Khanna, Johny Lever, Farida Jalal"
1193,tt0090611,Allah-Rakha,1986,"Action, Drama","Karim Khan is employed as driver for a gangster named Don, who has an accident with his car, and asks Karim to take the blame for it for a hefty sum of cash, which Karim does so, and is ...                See full summary »",Ketan Desai,"Jackie Shroff, Shammi Kapoor, Waheeda Rehman, Biswajeet Chatterjee"
1194,tt29064031,Bhaagamathie Full Hindi Dubbed Movie,2018,Horror,Add a Plot,Ashok G.,"Jayaram, Asha Sharath, Murli Sharma, Anushka Shetty"
1195,tt0330843,Saathiya,2002,"Drama, Family, Romance",A couple elopes to get married and set up home hoping that just love will do the trick - but that's just the beginning of their story.,Shaad Ali,"Vivek Oberoi, Rani Mukerji, Shah Rukh Khan, Tabu"
1196,tt15250998,Ankahi Kahaniya,2021,"Drama, Romance","As big city life buzzes around them, lonely souls discover surprising sources of connection and companionship in three tales of love, loss and longing.","Abhishek Chaubey, Saket Chaudhary, Ashwiny Iyer Tiwari","Abhishek Banerjee, T.J. Bhanu, Nikhil Dwivedi, Palomi Ghosh"
1197,tt0459516,Pudhu Pettai,2006,"Action, Crime, Drama","After running away from his home, Kumar falls in with a gang and slowly rises through the ranks of the criminal underworld.",K. Selvaraghavan,"Dhanush, Sneha, Sonia Agarwal, Azhagam Perumal"
1198,tt6950476,Tejas,2023,"Action, Drama, Thriller","Revolves around the extraordinary journey of Tejas Gill, an Air Force pilot, and aims to inspire and instill a deep sense of pride in the valiant soldiers who tirelessly defend our nation, confronting numerous challenges along the way.",Sarvesh Mewara,"Kangana Ranaut, Anshul Chauhan, Varun Mitra, Veenah Naair"
1199,tt6971752,Shubh Mangal Saavdhan,2017,"Comedy, Romance","In this remake of Kalyana Samayal Saadham (2013), a couple fall in love but then the groom discovers that he suffers from erectile dysfunction.",R.S. Prasanna,"Ayushmann Khurrana, Bhumi Pednekar, Seema Pahwa, Anshul Chauhan"
1200,tt3469244,Phantom,2015,"Action, Drama, Thriller",A disgraced Indian soldier carries out a series of assassinations in the hope of restoring his honour.,Kabir Khan,"Saif Ali Khan, Katrina Kaif, Sabyasachi Chakrabarty, Rajesh Tailang"
1201,tt10280276,Coolie No. 1,2020,"Action, Comedy, Romance","After being insulted by a rich businessman named Rosario, pandit Jai Kishen teaches him a lesson by getting his daughter married to Raju - a Coolie posing as a millionaire.",David Dhawan,"Varun Dhawan, Sara Ali Khan, Paresh Rawal, Jaaved Jaaferi"
1202,tt1509732,Aisha,2010,"Comedy, Drama, Romance",Chaos results after a wealthy woman decides to turn matchmaker for a naive village belle.,Rajshree Ojha,"Sonam Kapoor, Abhay Deol, Karamjeet Madonna, Amrita Puri"
1203,tt0247394,Gumnaam,1965,"Drama, Mystery, Thriller","Eight people are stranded on an island. They reach a mansion where a butler is awaiting them. Then an unknown, vengeful person starts killing them, one by one.",Raja Nawathe,"Nanda Karnataki, Manoj Kumar, Pran Sikand, Helen"
1204,tt12312912,Fire in the Mountains,2021,Drama,"A mother toils to save money to build a road in a Himalayan village to take her wheelchair-bound son for physiotherapy but her husband who believes that a shamanic ritual 'Jaagar' is the remedy, steals her savings.",Ajitpal Singh,"Vinamrata Rai, Chandan Bisht, Harshita Tiwari, Mayank Singh Jaira"
1205,tt0111780,Yaar Gaddar,1994,"Action, Drama, Mystery","When his brother becomes involved in a deadly bank robbery, a heartbroken cop vows to track down and retrieve his wayward sibling -- dead or alive.",Umesh Mehra,"Saif Ali Khan, Sweta, Somy Ali, Deven Bhojani"
